,sp500,dix,gex,VIX,sp500 change
2011-05-03,1356.619995,0.3834110799414632,1859730656.13,16.700000762939453,-0.3379303931766886
2011-05-04,1347.319946,0.3921217997918537,1717763844.535,17.079999923706055,-0.6855308807386384
2011-05-05,1335.099976,0.4054570196735625,1361864280.275,18.200000762939453,-0.9069835295082984
2011-05-06,1340.199951,0.4186486654525637,1490328625.98,18.399999618530273,0.3819919924858084
2011-05-09,1346.290039,0.4103205027781488,1677058729.04,17.15999984741211,0.45441637238203825
2011-05-10,1357.160034,0.3928514271714904,2034952130.69,15.90999984741211,0.8074036563528342
2011-05-11,1342.079956,0.4008140977249443,1536770884.92,16.950000762939453,-1.1111495786944148
2011-05-12,1348.650024,0.3875339951676699,1674923266.095,16.030000686645508,0.48954370942113634
2011-05-13,1337.77002,0.4055951917654673,1218149461.54,17.06999969482422,-0.806732940821131
2011-05-16,1329.469971,0.389702743625763,779596412.269,18.239999771118164,-0.6204391544071153
2011-05-17,1328.97998,0.3947468322564728,841850592.0,17.549999237060547,-0.03685611639887565
2011-05-18,1340.680054,0.4023302249231638,1366160182.325,16.229999542236328,0.8803800039184795
2011-05-19,1343.599976,0.3946342030319486,1543685364.78,15.520000457763672,0.21779409571196506
2011-05-20,1333.27002,0.4132016164569771,1288076423.565,17.43000030517578,-0.7688267478802024
2011-05-23,1317.369995,0.4058465565335275,539696742.805,18.270000457763672,-1.1925585036405395
2011-05-24,1316.280029,0.3893803484962401,510244377.512,17.81999969482422,-0.08273803139109415
2011-05-25,1320.469971,0.397290689726496,740695062.903,17.06999969482422,0.3183169164378441
2011-05-26,1325.689941,0.3976559763379473,794680724.93,16.09000015258789,0.3953115265504348
2011-05-27,1331.099976,0.400935309915913,918664965.16,15.979999542236328,0.4080920306236191
2011-05-31,1345.199951,0.4024774071359699,1501018826.775,15.449999809265137,1.0592724253794206
2011-06-01,1314.550049,0.4415818154795479,765472910.6735,18.299999237060547,-2.278464400568514
2011-06-02,1312.939941,0.4130699544074263,737054457.098,18.09000015258789,-0.12248358297386464
2011-06-03,1300.160034,0.4361097185889154,405956517.902,17.950000762939453,-0.973380929387091
2011-06-06,1286.170044,0.4001471281500261,24119666.104,18.489999771118164,-1.0760206154744822
2011-06-07,1284.939941,0.4067739261627282,-172403089.14,18.06999969482422,-0.09564077516330816
2011-06-08,1279.560059,0.4045812401043901,-285916518.02,18.790000915527344,-0.41868742875353915
2011-06-09,1289.0,0.4144506947029147,-110999211.335,17.770000457763672,0.7377489578236363
2011-06-10,1270.97998,0.4361255265327686,-459227978.2,18.860000610351562,-1.397984484096193
2011-06-13,1271.829956,0.4088508603468689,-449818392.34,19.610000610351562,0.06687564032283877
2011-06-14,1287.869995,0.426970319314135,97844618.176,18.260000228881836,1.2611779526287448
2011-06-15,1265.420044,0.4302597484995706,-618829105.244,21.31999969482422,-1.7431845673211765
2011-06-16,1267.640015,0.3879749628199702,-643026779.91,22.729999542236328,0.17543352584985517
2011-06-17,1271.5,0.4089676915491283,-444255510.62,21.850000381469727,0.3045016687959423
2011-06-20,1278.359985,0.371377592250574,130641736.1,19.989999771118164,0.5395190719622578
2011-06-21,1295.52002,0.4234861745377597,594237200.535,18.860000610351562,1.3423476330104211
2011-06-22,1287.140015,0.4472098927635801,421966023.175,18.520000457763672,-0.6468448862720022
2011-06-23,1283.5,0.4461674181899256,673524372.871,19.290000915527344,-0.282798682162011
2011-06-24,1268.449951,0.4474775675604366,197912878.19,21.100000381469727,-1.1725788079470112
2011-06-27,1280.099976,0.4229687257351265,533994908.78,20.559999465942383,0.9184457763442344
2011-06-28,1296.670044,0.4346091542572899,1000303669.785,19.170000076293945,1.2944354590004314
2011-06-29,1307.410034,0.4191406401143612,1263240916.7,17.270000457763672,0.82827470640634
2011-06-30,1320.640015,0.4119331097271801,1731119949.93,16.520000457763672,1.0119228593896468
2011-07-01,1339.670044,0.4144370719455071,2019895206.727,15.869999885559082,1.4409701950459208
2011-07-05,1337.880005,0.4182974912164665,2204693723.48,16.059999465942383,-0.1336179015136607
2011-07-06,1339.219971,0.4295129816588348,2236776776.815,16.34000015258789,0.10015591794423351
2011-07-07,1353.219971,0.4161983588738248,2729301387.395,15.949999809265137,1.0453846495095398
2011-07-08,1343.800049,0.4396265002513235,2490173790.3,15.949999809265137,-0.6961116597354766
2011-07-11,1319.48999,0.4276814368390468,1737340522.96,18.389999389648438,-1.8090532901892997
2011-07-12,1313.640015,0.4283881981527858,1533836324.39,19.8700008392334,-0.44335122239161917
2011-07-13,1317.719971,0.4280203404464783,1957650368.7,19.90999984741211,0.3105840225185341
2011-07-14,1308.869995,0.4338029213495883,1650214262.91,20.799999237060547,-0.6716128005014532
2011-07-15,1316.140015,0.4263783522656185,4176336442.145,19.530000686645508,0.5554424830404914
2011-07-18,1305.439941,0.4162475470547778,887183380.03,20.950000762939453,-0.8129890344531376
2011-07-19,1326.72998,0.4103451726889039,1304589932.604,19.209999084472656,1.6308708146076212
2011-07-20,1325.839966,0.4396847355716439,1549113896.345,19.09000015258789,-0.06708328095518246
2011-07-21,1343.800049,0.4223263700386265,1763114024.43,17.559999465942383,1.3546192195566853
2011-07-22,1345.02002,0.4451733236502198,1635847483.62,17.520000457763672,0.09078515817200206
2011-07-25,1337.430054,0.4444887261593293,1594831932.2,19.350000381469727,-0.5643013402878538
2011-07-26,1331.939941,0.4215299335028764,1541061094.85,20.229999542236328,-0.4104972057103029
2011-07-27,1304.890015,0.418012198494477,839162001.791,22.979999542236328,-2.030866795667341
2011-07-28,1300.670044,0.4085200010115528,727984032.625,23.739999771118164,-0.323396681060506
2011-07-29,1292.280029,0.4036083698172441,634859900.982,25.25,-0.6450532968528933
2011-08-01,1286.939941,0.4403099342693885,645133919.365,23.65999984741211,-0.41322994089231235
2011-08-02,1254.050049,0.4413161626327892,54369376.39,24.790000915527344,-2.555666426394654
2011-08-03,1260.339966,0.431168960706926,224930307.485,23.3799991607666,0.5015682591787973
2011-08-04,1200.069946,0.4297023145255602,-660360325.525,31.65999984741211,-4.782044656671625
2011-08-05,1199.380005,0.4213187218867013,-463212353.06,32.0,-0.057491732236092385
2011-08-08,1119.459961,0.4227911030136967,-802754541.06,48.0,-6.66344641955241
2011-08-09,1172.530029,0.4195870836725282,-374593397.965,35.060001373291016,4.740684780953952
2011-08-10,1120.76001,0.4648570493031836,-759558784.65,42.9900016784668,-4.4152403537291445
2011-08-11,1172.640015,0.4278540963917878,-264886917.49,39.0,4.6290021536367965
2011-08-12,1178.810059,0.4569903812569918,-309018593.5,36.36000061035156,0.5261669328246343
2011-08-15,1204.48999,0.4646363795903064,-23047118.8,31.8700008392334,2.178462153757388
2011-08-16,1192.76001,0.4690793280135833,-225224022.635,32.849998474121094,-0.9738545025185341
2011-08-17,1193.890015,0.4822541510185895,-251705740.24,31.579999923706055,0.09473867253479984
2011-08-18,1140.650024,0.462807641684515,-836496736.477,42.66999816894531,-4.459371494115382
2011-08-19,1123.530029,0.4585928280566094,-1187036923.04,43.04999923706055,-1.5008981405150057
2011-08-22,1123.819946,0.4485672283875851,-361898319.395,42.439998626708984,0.02580411671400107
2011-08-23,1162.349976,0.4615590841391805,54580971.029,36.27000045776367,3.428487822906101
2011-08-24,1177.599976,0.4796984021591272,205415735.89,35.900001525878906,1.3119972740464947
2011-08-25,1159.27002,0.4887690641852494,2799983.66,39.7599983215332,-1.5565520018319012
2011-08-26,1176.800049,0.4796990078342175,137694130.06,35.59000015258789,1.5121609890334176
2011-08-29,1210.079956,0.4810642202035492,561222253.075,32.279998779296875,2.8280001371753904
2011-08-30,1212.920044,0.4783429271273025,635378251.37,32.88999938964844,0.23470250754240585
2011-08-31,1218.890015,0.460570921316142,605715448.21,31.6200008392334,0.49219823099897475
2011-09-01,1204.420044,0.4875406688122266,320553022.015,31.81999969482422,-1.1871432879036248
2011-09-02,1173.969971,0.4940899341374506,-15399260.06,33.91999816894531,-2.528193810099022
2011-09-06,1165.23999,0.503255068793401,-974825.71,37.0,-0.7436289867417734
2011-09-07,1198.619995,0.4636180617110916,424298106.06,33.380001068115234,2.8646463635358055
